"Model","stimulus","MOS","VP1","VP2","VP3","VP4","TotalPatches"
"CharlieChaplin","CharlieChaplin_simpL9_qp10_qt6_decompJPEG_712x712_Q50",0.75609756097561,37,32,42,19,130
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL1_qp11_qt10_decompJPEG_512x512_Q50",0.14375,72,77,86,78,313
"to_subs","to_subs_simpL8_qp8_qt10_decompJPEG_1024x1024_Q25",0.783333333333333,15,0,22,0,37
"dom_utka","dom_utka_simpL10_qp7_qt7_decompJPEG_2048x2048_Q90",0.601190476190475,45,31,45,27,148
"dom_utka","dom_utka_simpL3_qp8_qt7_decompJPEG_512x512_Q75",0.54375,45,31,45,27,148
"sylvaniapathmaker","sylvaniapathmaker_simpL1_qp8_qt9_decompJPEG_1440x1440_Q25",0.595238095238095,81,65,84,68,298
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL8_qp11_qt6_decompJPEG_512x512_Q75",0.88953488372093,53,29,50,28,160
"piano","piano_simpL5_qp10_qt7_decompJPEG_1024x1024_Q90",0.238372093023255,109,90,148,90,437
"Ailurodus_maculosus","Ailurodus_maculosus_simpL8_qp8_qt8_decompJPEG_1440x1440_Q90",0.595238095238095,50,47,48,47,192
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL9_qp9_qt7_decompJPEG_1024x1024_Q90",0.33888888888889,72,77,86,78,313
"Ailurodus_maculosus","Ailurodus_maculosus_simpL8_qp9_qt9_decompJPEG_512x512_Q25",0.313953488372092,50,47,48,47,192
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL8_qp11_qt6_decompJPEG_1440x1440_Q75",0.797619047619047,53,29,50,28,160
"Beethoven_bakedUV2","Beethoven_bakedUV2_simpL10_qp11_qt6_decompJPEG_712x712_Q10",0.936046511627908,44,40,44,39,167
"Ailurodus_maculosus","Ailurodus_maculosus_simpL7_qp8_qt10_decompJPEG_1440x1440_Q25",0.589285714285715,50,47,48,47,192
"dom_utka","dom_utka_simpL10_qp7_qt6_decompJPEG_1440x1440_Q10",0.664473684210528,45,31,45,27,148
"sylvaniapathmaker","sylvaniapathmaker_simpL4_qp8_qt9_decompJPEG_2048x2048_Q10",0.538461538461538,81,65,84,68,298
"CharlieChaplin","CharlieChaplin_simpL9_qp11_qt6_decompJPEG_512x512_Q25",0.767441860465117,37,32,42,19,130
"sylvaniapathmaker","sylvaniapathmaker_simpL1_qp8_qt9_decompJPEG_512x512_Q90",0.55,81,65,84,68,298
"piano","piano_simpL6_qp11_qt7_decompJPEG_712x712_Q90",0.23076923076923,109,90,148,90,437
"Beethoven_bakedUV2","Beethoven_bakedUV2_simpL1_qp9_qt7_decompJPEG_1440x1440_Q50",0.61046511627907,44,40,44,39,167
"dom_utka","dom_utka_simpL1_qp10_qt8_decompJPEG_1024x1024_Q10",0.204545454545455,45,31,45,27,148
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL2_qp9_qt6_decompJPEG_1440x1440_Q10",0.895348837209302,53,29,50,28,160
"Ailurodus_maculosus","Ailurodus_maculosus_simpL9_qp11_qt7_decompJPEG_1440x1440_Q90",0.3125,50,47,48,47,192
"Jomon_bakedUV","Jomon_bakedUV_simpL7_qp10_qt7_decompJPEG_2048x2048_Q10",0.444444444444445,71,73,86,70,300
"to_subs","to_subs_simpL9_qp7_qt10_decompJPEG_2048x2048_Q10",0.94767441860465,15,0,22,0,37
"CharlieChaplin","CharlieChaplin_simpL4_qp8_qt10_decompJPEG_2048x2048_Q75",0.886904761904763,37,32,42,19,130
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL7_qp8_qt9_decompJPEG_2048x2048_Q50",0.482954545454545,30,24,20,16,90
"piano","piano_simpL6_qp11_qt7_decompJPEG_1024x1024_Q75",0.238372093023255,109,90,148,90,437
"Jomon_bakedUV","Jomon_bakedUV_simpL10_qp7_qt9_decompJPEG_1440x1440_Q50",0.914772727272728,71,73,86,70,300
"Jomon_bakedUV","Jomon_bakedUV_simpL5_qp10_qt7_decompJPEG_512x512_Q10",0.46590909090909,71,73,86,70,300
"dom_utka","dom_utka_simpL4_qp7_qt6_decompJPEG_512x512_Q75",0.901162790697675,45,31,45,27,148
"Jomon_bakedUV","Jomon_bakedUV_simpL9_qp9_qt8_decompJPEG_512x512_Q25",0.53409090909091,71,73,86,70,300
"Jomon_bakedUV","Jomon_bakedUV_simpL7_qp10_qt10_decompJPEG_712x712_Q25",0.227272727272728,71,73,86,70,300
"Ailurodus_maculosus","Ailurodus_maculosus_simpL2_qp10_qt7_decompJPEG_1024x1024_Q25",0.476744186046512,50,47,48,47,192
"sylvaniapathmaker","sylvaniapathmaker_simpL7_qp9_qt7_decompJPEG_512x512_Q90",0.672619047619047,81,65,84,68,298
"piano","piano_simpL1_qp10_qt7_decompJPEG_1024x1024_Q25",0.211538461538463,109,90,148,90,437
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL10_qp10_qt10_decompJPEG_2048x2048_Q50",0.297619047619047,72,77,86,78,313
"Ailurodus_maculosus","Ailurodus_maculosus_simpL1_qp10_qt7_decompJPEG_1440x1440_Q50",0.460227272727272,50,47,48,47,192
"sylvaniapathmaker","sylvaniapathmaker_simpL10_qp8_qt9_decompJPEG_1024x1024_Q90",0.625,81,65,84,68,298
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL10_qp9_qt6_decompJPEG_1440x1440_Q50",0.430232558139535,72,77,86,78,313
"CharlieChaplin","CharlieChaplin_simpL3_qp11_qt7_decompJPEG_512x512_Q90",0.395348837209302,37,32,42,19,130
"Jomon_bakedUV","Jomon_bakedUV_simpL1_qp11_qt6_decompJPEG_2048x2048_Q90",0.738636363636363,71,73,86,70,300
"to_subs","to_subs_simpL6_qp10_qt7_decompJPEG_712x712_Q75",0.216666666666667,15,0,22,0,37
"Jomon_bakedUV","Jomon_bakedUV_simpL5_qp10_qt6_decompJPEG_2048x2048_Q90",0.69186046511628,71,73,86,70,300
"Jomon_bakedUV","Jomon_bakedUV_simpL5_qp11_qt6_decompJPEG_2048x2048_Q90",0.698863636363637,71,73,86,70,300
"piano","piano_simpL9_qp8_qt6_decompJPEG_2048x2048_Q75",0.453488372093023,109,90,148,90,437
"Beethoven_bakedUV2","Beethoven_bakedUV2_simpL10_qp10_qt10_decompJPEG_512x512_Q10",0.825,44,40,44,39,167
"dom_utka","dom_utka_simpL10_qp8_qt6_decompJPEG_712x712_Q75",0.534883720930233,45,31,45,27,148
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL1_qp10_qt6_decompJPEG_1440x1440_Q10",0.877906976744185,53,29,50,28,160
"piano","piano_simpL5_qp11_qt7_decompJPEG_1440x1440_Q50",0.238095238095237,109,90,148,90,437
"Ailurodus_maculosus","Ailurodus_maculosus_simpL9_qp11_qt7_decompJPEG_1024x1024_Q90",0.414634146341462,50,47,48,47,192
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL7_qp9_qt6_decompJPEG_512x512_Q90",0.432926829268293,30,24,20,16,90
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL4_qp10_qt6_decompJPEG_512x512_Q25",0.84375,53,29,50,28,160
"to_subs","to_subs_simpL9_qp7_qt6_decompJPEG_712x712_Q75",0.927777777777777,15,0,22,0,37
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL8_qp10_qt6_decompJPEG_1024x1024_Q50",0.854651162790698,53,29,50,28,160
"to_subs","to_subs_simpL8_qp9_qt6_decompJPEG_512x512_Q75",0.294444444444445,15,0,22,0,37
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL4_qp9_qt6_decompJPEG_2048x2048_Q25",0.422619047619047,30,24,20,16,90
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL1_qp10_qt6_decompJPEG_2048x2048_Q75",0.822222222222223,53,29,50,28,160
"Ailurodus_maculosus","Ailurodus_maculosus_simpL10_qp9_qt10_decompJPEG_1440x1440_Q75",0.386363636363637,50,47,48,47,192
"CharlieChaplin","CharlieChaplin_simpL9_qp8_qt6_decompJPEG_512x512_Q75",0.818181818181817,37,32,42,19,130
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL7_qp11_qt6_decompJPEG_1440x1440_Q90",0.872093023255815,53,29,50,28,160
"sylvaniapathmaker","sylvaniapathmaker_simpL9_qp10_qt8_decompJPEG_1440x1440_Q75",0.55921052631579,81,65,84,68,298
"dom_utka","dom_utka_simpL9_qp9_qt7_decompJPEG_1024x1024_Q75",0.238372093023255,45,31,45,27,148
"CharlieChaplin","CharlieChaplin_simpL10_qp10_qt6_decompJPEG_1024x1024_Q75",0.958333333333332,37,32,42,19,130
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL8_qp11_qt6_decompJPEG_712x712_Q75",0.817073170731707,53,29,50,28,160
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL7_qp8_qt9_decompJPEG_712x712_Q25",0.546511627906977,30,24,20,16,90
"sylvaniapathmaker","sylvaniapathmaker_simpL10_qp10_qt7_decompJPEG_2048x2048_Q75",0.676136363636363,81,65,84,68,298
"CharlieChaplin","CharlieChaplin_simpL10_qp8_qt6_decompJPEG_512x512_Q25",0.93888888888889,37,32,42,19,130
"Ailurodus_maculosus","Ailurodus_maculosus_simpL5_qp10_qt7_decompJPEG_712x712_Q75",0.416666666666668,50,47,48,47,192
"piano","piano_simpL7_qp10_qt7_decompJPEG_2048x2048_Q50",0.170731707317072,109,90,148,90,437
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL10_qp10_qt7_decompJPEG_1024x1024_Q75",0.357142857142858,72,77,86,78,313
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL9_qp10_qt6_decompJPEG_1440x1440_Q75",0.420454545454545,30,24,20,16,90
"to_subs","to_subs_simpL8_qp7_qt10_decompJPEG_512x512_Q10",0.97159090909091,15,0,22,0,37
"Ailurodus_maculosus","Ailurodus_maculosus_simpL6_qp9_qt10_decompJPEG_2048x2048_Q10",0.33139534883721,50,47,48,47,192
"CharlieChaplin","CharlieChaplin_simpL5_qp8_qt10_decompJPEG_512x512_Q50",0.819767441860465,37,32,42,19,130
"Jomon_bakedUV","Jomon_bakedUV_simpL1_qp11_qt7_decompJPEG_1440x1440_Q90",0.366279069767443,71,73,86,70,300
"Ailurodus_maculosus","Ailurodus_maculosus_simpL2_qp11_qt6_decompJPEG_512x512_Q25",0.662790697674417,50,47,48,47,192
"CharlieChaplin","CharlieChaplin_simpL9_qp11_qt6_decompJPEG_512x512_Q90",0.726190476190475,37,32,42,19,130
"CharlieChaplin","CharlieChaplin_simpL7_qp10_qt6_decompJPEG_1440x1440_Q50",0.672222222222222,37,32,42,19,130
"dom_utka","dom_utka_simpL4_qp7_qt6_decompJPEG_1440x1440_Q75",0.91860465116279,45,31,45,27,148
"dom_utka","dom_utka_simpL4_qp10_qt8_decompJPEG_712x712_Q50",0.227272727272728,45,31,45,27,148
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL7_qp11_qt6_decompJPEG_712x712_Q90",0.80813953488372,53,29,50,28,160
"piano","piano_simpL6_qp11_qt7_decompJPEG_2048x2048_Q75",0.232558139534883,109,90,148,90,437
"piano","piano_simpL8_qp10_qt7_decompJPEG_2048x2048_Q50",0.22159090909091,109,90,148,90,437
"dom_utka","dom_utka_simpL10_qp7_qt6_decompJPEG_712x712_Q50",0.602272727272728,45,31,45,27,148
"Ailurodus_maculosus","Ailurodus_maculosus_simpL6_qp9_qt10_decompJPEG_712x712_Q75",0.305555555555555,50,47,48,47,192
"dom_utka","dom_utka_simpL1_qp9_qt8_decompJPEG_1024x1024_Q10",0.30232558139535,45,31,45,27,148
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL4_qp11_qt10_decompJPEG_512x512_Q25",0.27906976744186,72,77,86,78,313
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL3_qp9_qt9_decompJPEG_1440x1440_Q50",0.577777777777778,53,29,50,28,160
"CharlieChaplin","CharlieChaplin_simpL10_qp8_qt6_decompJPEG_1024x1024_Q25",0.922222222222222,37,32,42,19,130
"sylvaniapathmaker","sylvaniapathmaker_simpL1_qp11_qt6_decompJPEG_712x712_Q25",0.75,81,65,84,68,298
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL7_qp9_qt6_decompJPEG_2048x2048_Q75",0.430232558139535,30,24,20,16,90
"piano","piano_simpL7_qp10_qt7_decompJPEG_712x712_Q50",0.19375,109,90,148,90,437
"sylvaniapathmaker","sylvaniapathmaker_simpL9_qp7_qt10_decompJPEG_1440x1440_Q75",0.726190476190475,81,65,84,68,298
"Beethoven_bakedUV2","Beethoven_bakedUV2_simpL5_qp8_qt9_decompJPEG_1440x1440_Q10",0.773255813953488,44,40,44,39,167
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL2_qp8_qt8_decompJPEG_1024x1024_Q50",0.547619047619047,30,24,20,16,90
"to_subs","to_subs_simpL9_qp8_qt7_decompJPEG_512x512_Q10",0.75,15,0,22,0,37
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL10_qp10_qt9_decompJPEG_2048x2048_Q90",0.321428571428573,72,77,86,78,313
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL7_qp11_qt6_decompJPEG_512x512_Q75",0.83139534883721,53,29,50,28,160
"to_subs","to_subs_simpL8_qp7_qt6_decompJPEG_1440x1440_Q75",0.946428571428573,15,0,22,0,37
"CharlieChaplin","CharlieChaplin_simpL10_qp10_qt8_decompJPEG_512x512_Q25",0.927777777777777,37,32,42,19,130
"dom_utka","dom_utka_simpL10_qp9_qt10_decompJPEG_712x712_Q75",0.452380952380953,45,31,45,27,148
"Beethoven_bakedUV2","Beethoven_bakedUV2_simpL10_qp7_qt6_decompJPEG_1024x1024_Q10",0.922619047619047,44,40,44,39,167
"CharlieChaplin","CharlieChaplin_simpL10_qp8_qt6_decompJPEG_2048x2048_Q25",0.916666666666668,37,32,42,19,130
"piano","piano_simpL8_qp11_qt7_decompJPEG_1024x1024_Q75",0.272222222222222,109,90,148,90,437
"CharlieChaplin","CharlieChaplin_simpL6_qp8_qt10_decompJPEG_2048x2048_Q25",0.78048780487805,37,32,42,19,130
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL10_qp11_qt7_decompJPEG_1024x1024_Q90",0.261627906976745,72,77,86,78,313
"Jomon_bakedUV","Jomon_bakedUV_simpL4_qp9_qt7_decompJPEG_512x512_Q75",0.36875,71,73,86,70,300
"piano","piano_simpL6_qp10_qt7_decompJPEG_712x712_Q75",0.23780487804878,109,90,148,90,437
"Jomon_bakedUV","Jomon_bakedUV_simpL1_qp10_qt6_decompJPEG_2048x2048_Q90",0.69767441860465,71,73,86,70,300
"piano","piano_simpL1_qp9_qt7_decompJPEG_1024x1024_Q75",0.285714285714285,109,90,148,90,437
"piano","piano_simpL1_qp11_qt7_decompJPEG_712x712_Q75",0.21951219512195,109,90,148,90,437
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL1_qp9_qt6_decompJPEG_2048x2048_Q25",0.452380952380953,30,24,20,16,90
"piano","piano_simpL7_qp11_qt7_decompJPEG_1024x1024_Q25",0.15909090909091,109,90,148,90,437
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL8_qp11_qt6_decompJPEG_2048x2048_Q75",0.877906976744185,53,29,50,28,160
"to_subs","to_subs_simpL9_qp7_qt8_decompJPEG_1024x1024_Q25",0.875,15,0,22,0,37
"to_subs","to_subs_simpL8_qp7_qt7_decompJPEG_512x512_Q10",0.943181818181817,15,0,22,0,37
"dom_utka","dom_utka_simpL4_qp7_qt6_decompJPEG_512x512_Q90",0.960227272727272,45,31,45,27,148
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL1_qp9_qt6_decompJPEG_512x512_Q50",0.43452380952381,30,24,20,16,90
"to_subs","to_subs_simpL5_qp9_qt6_decompJPEG_512x512_Q25",0.255813953488373,15,0,22,0,37
"CharlieChaplin","CharlieChaplin_simpL10_qp11_qt6_decompJPEG_512x512_Q25",0.963414634146343,37,32,42,19,130
"piano","piano_simpL2_qp9_qt7_decompJPEG_2048x2048_Q90",0.244444444444445,109,90,148,90,437
"dom_utka","dom_utka_simpL4_qp7_qt6_decompJPEG_712x712_Q90",0.886363636363638,45,31,45,27,148
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL8_qp11_qt6_decompJPEG_512x512_Q90",0.80813953488372,53,29,50,28,160
"piano","piano_simpL1_qp11_qt7_decompJPEG_1024x1024_Q25",0.238636363636362,109,90,148,90,437
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL8_qp8_qt6_decompJPEG_2048x2048_Q75",0.94186046511628,53,29,50,28,160
"Beethoven_bakedUV2","Beethoven_bakedUV2_simpL10_qp10_qt6_decompJPEG_1440x1440_Q90",0.914634146341462,44,40,44,39,167
"sylvaniapathmaker","sylvaniapathmaker_simpL10_qp10_qt9_decompJPEG_1440x1440_Q10",0.602272727272728,81,65,84,68,298
"dom_utka","dom_utka_simpL1_qp9_qt8_decompJPEG_2048x2048_Q10",0.372093023255815,45,31,45,27,148
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL10_qp9_qt6_decompJPEG_2048x2048_Q75",0.41860465116279,72,77,86,78,313
"Jomon_bakedUV","Jomon_bakedUV_simpL3_qp10_qt6_decompJPEG_2048x2048_Q90",0.627906976744185,71,73,86,70,300
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL7_qp8_qt10_decompJPEG_512x512_Q90",0.589285714285715,30,24,20,16,90
"to_subs","to_subs_simpL9_qp8_qt6_decompJPEG_1024x1024_Q25",0.713414634146343,15,0,22,0,37
"piano","piano_simpL1_qp10_qt7_decompJPEG_2048x2048_Q50",0.24375,109,90,148,90,437
"CharlieChaplin","CharlieChaplin_simpL1_qp10_qt6_decompJPEG_712x712_Q75",0.56547619047619,37,32,42,19,130
"sylvaniapathmaker","sylvaniapathmaker_simpL10_qp8_qt8_decompJPEG_1024x1024_Q90",0.622093023255815,81,65,84,68,298
"Beethoven_bakedUV2","Beethoven_bakedUV2_simpL10_qp7_qt6_decompJPEG_2048x2048_Q10",0.943181818181817,44,40,44,39,167
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL8_qp11_qt6_decompJPEG_712x712_Q90",0.84375,53,29,50,28,160
"piano","piano_simpL3_qp10_qt7_decompJPEG_1440x1440_Q25",0.244444444444445,109,90,148,90,437
"piano","piano_simpL9_qp11_qt7_decompJPEG_512x512_Q25",0.337209302325583,109,90,148,90,437
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL3_qp10_qt6_decompJPEG_1440x1440_Q50",0.45625,30,24,20,16,90
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL10_qp10_qt7_decompJPEG_1440x1440_Q75",0.444444444444445,72,77,86,78,313
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL10_qp7_qt7_decompJPEG_1024x1024_Q90",0.390243902439025,30,24,20,16,90
"sylvaniapathmaker","sylvaniapathmaker_simpL3_qp9_qt8_decompJPEG_512x512_Q25",0.525,81,65,84,68,298
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL2_qp11_qt10_decompJPEG_512x512_Q50",0.122093023255815,72,77,86,78,313
"to_subs","to_subs_simpL8_qp7_qt10_decompJPEG_2048x2048_Q25",0.958333333333332,15,0,22,0,37
"Beethoven_bakedUV2","Beethoven_bakedUV2_simpL10_qp7_qt6_decompJPEG_512x512_Q10",0.892045454545455,44,40,44,39,167
"1970.16_Neck_Amphora_100K","1970.16_Neck_Amphora_100K_simpL10_qp10_qt9_decompJPEG_1024x1024_Q90",0.321428571428573,72,77,86,78,313
"CharlieChaplin","CharlieChaplin_simpL8_qp11_qt6_decompJPEG_512x512_Q75",0.703488372093023,37,32,42,19,130
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL7_qp10_qt6_decompJPEG_512x512_Q90",0.855263157894738,53,29,50,28,160
"Ailurodus_maculosus","Ailurodus_maculosus_simpL6_qp9_qt9_decompJPEG_1440x1440_Q25",0.28125,50,47,48,47,192
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL1_qp11_qt6_decompJPEG_712x712_Q90",0.85,53,29,50,28,160
"piano","piano_simpL9_qp9_qt6_decompJPEG_1440x1440_Q90",0.476744186046512,109,90,148,90,437
"dom_utka","dom_utka_simpL2_qp8_qt10_decompJPEG_712x712_Q50",0.476744186046512,45,31,45,27,148
"Beethoven_bakedUV2","Beethoven_bakedUV2_simpL10_qp10_qt6_decompJPEG_2048x2048_Q75",0.916666666666668,44,40,44,39,167
"CharlieChaplin","CharlieChaplin_simpL10_qp9_qt6_decompJPEG_712x712_Q10",0.884146341463415,37,32,42,19,130
"piano","piano_simpL6_qp10_qt7_decompJPEG_2048x2048_Q50",0.193181818181817,109,90,148,90,437
"Ailurodus_maculosus","Ailurodus_maculosus_simpL2_qp10_qt6_decompJPEG_512x512_Q25",0.65340909090909,50,47,48,47,192
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL4_qp11_qt6_decompJPEG_712x712_Q50",0.875,53,29,50,28,160
"dom_utka","dom_utka_simpL2_qp11_qt8_decompJPEG_2048x2048_Q10",0.196428571428573,45,31,45,27,148
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL3_qp8_qt10_decompJPEG_1440x1440_Q50",0.6,30,24,20,16,90
"Ailurodus_maculosus","Ailurodus_maculosus_simpL7_qp11_qt10_decompJPEG_712x712_Q50",0.0988372093023251,50,47,48,47,192
"Beethoven_bakedUV2","Beethoven_bakedUV2_simpL8_qp10_qt6_decompJPEG_1024x1024_Q10",0.74404761904762,44,40,44,39,167
"sylvaniapathmaker","sylvaniapathmaker_simpL10_qp10_qt7_decompJPEG_1024x1024_Q90",0.622093023255815,81,65,84,68,298
"abel_highpoly_meshexp","abel_highpoly_meshexp_simpL7_qp9_qt6_decompJPEG_712x712_Q50",0.51875,30,24,20,16,90
"TimeWarner_SA_remote","TimeWarner_SA_remote_simpL7_qp11_qt6_decompJPEG_512x512_Q90",0.848837209302325,53,29,50,28,160
