"Model","stimulus","MOS","VP1","VP2","VP3","VP4","TotalPatches"
"Triceratops_manifold","Triceratops_manifold_simpL9_qp7_qt10_decompJPEG_512x512_Q25",0.726190476190475,22,17,22,26,87
"Orchid","Orchid_simpL4_qp11_qt7_decompJPEG_712x712_Q25",0.174418604651162,70,72,43,82,267
"PRI_Hepatus","PRI_Hepatus_simpL7_qp9_qt7_decompJPEG_1440x1440_Q10",0.676136363636363,57,40,52,40,189
"Lidded-Ewer_bakedUV","Lidded-Ewer_bakedUV_simpL5_qp10_qt9_decompJPEG_2048x2048_Q90",0.178571428571427,61,56,66,54,237
"Flintlock_Pistol","Flintlock_Pistol_simpL6_qp7_qt6_decompJPEG_712x712_Q25",0.94047619047619,9,5,10,8,32
"Flintlock_Pistol","Flintlock_Pistol_simpL1_qp9_qt7_decompJPEG_1440x1440_Q90",0.647727272727272,9,5,10,8,32
"dino_retopo_uv","dino_retopo_uv_simpL4_qp9_qt8_decompJPEG_1440x1440_Q75",0.428571428571427,23,49,25,7,104
"Triceratops_manifold","Triceratops_manifold_simpL9_qp7_qt9_decompJPEG_512x512_Q50",0.714285714285715,22,17,22,26,87
"PRI_Hepatus","PRI_Hepatus_simpL4_qp11_qt9_decompJPEG_512x512_Q10",0.426829268292683,57,40,52,40,189
"Orchid","Orchid_simpL9_qp8_qt7_decompJPEG_712x712_Q25",0.255813953488373,70,72,43,82,267
"Lidded-Ewer_bakedUV","Lidded-Ewer_bakedUV_simpL7_qp10_qt7_decompJPEG_512x512_Q50",0.355555555555555,61,56,66,54,237
"shark_bakedUV","shark_bakedUV_simpL10_qp9_qt10_decompJPEG_1440x1440_Q50",0.634146341463415,22,21,15,28,86
"Flintlock_Pistol","Flintlock_Pistol_simpL5_qp7_qt6_decompJPEG_1440x1440_Q10",0.98076923076923,9,5,10,8,32
"Flintlock_Pistol","Flintlock_Pistol_simpL10_qp11_qt6_decompJPEG_1024x1024_Q50",0.726744186046512,9,5,10,8,32
"Flintlock_Pistol","Flintlock_Pistol_simpL6_qp7_qt10_decompJPEG_2048x2048_Q10",0.982558139534883,9,5,10,8,32
"Triceratops_manifold","Triceratops_manifold_simpL9_qp7_qt9_decompJPEG_1024x1024_Q50",0.634615384615385,22,17,22,26,87
"shark_bakedUV","shark_bakedUV_simpL10_qp9_qt10_decompJPEG_1440x1440_Q25",0.63095238095238,22,21,15,28,86
"Triceratops_manifold","Triceratops_manifold_simpL1_qp8_qt7_decompJPEG_1440x1440_Q10",0.648809523809525,22,17,22,26,87
"shark_bakedUV","shark_bakedUV_simpL9_qp10_qt8_decompJPEG_1024x1024_Q50",0.348837209302325,22,21,15,28,86
"dorfkirche","dorfkirche_simpL1_qp10_qt10_decompJPEG_512x512_Q10",0.448863636363637,70,61,73,54,258
"dorfkirche","dorfkirche_simpL9_qp11_qt9_decompJPEG_512x512_Q90",0.196428571428573,70,61,73,54,258
"PlaningMachine200K","PlaningMachine200K_simpL8_qp9_qt9_decompJPEG_512x512_Q50",0.267045454545455,60,62,67,58,247
"dino_retopo_uv","dino_retopo_uv_simpL8_qp9_qt10_decompJPEG_1024x1024_Q25",0.25609756097561,23,49,25,7,104
"lizard_BakedUV","lizard_BakedUV_simpL6_qp10_qt6_decompJPEG_1024x1024_Q10",0.5125,13,2,1,6,22
"PlaningMachine200K","PlaningMachine200K_simpL10_qp7_qt7_decompJPEG_1024x1024_Q75",0.994318181818183,60,62,67,58,247
"PlaningMachine200K","PlaningMachine200K_simpL9_qp7_qt7_decompJPEG_512x512_Q25",0.715116279069767,60,62,67,58,247
"Triceratops_manifold","Triceratops_manifold_simpL1_qp9_qt6_decompJPEG_712x712_Q25",0.464285714285715,22,17,22,26,87
"Orchid","Orchid_simpL9_qp8_qt7_decompJPEG_1440x1440_Q10",0.26111111111111,70,72,43,82,267
"Orchid","Orchid_simpL3_qp10_qt7_decompJPEG_2048x2048_Q25",0.0833333333333326,70,72,43,82,267
"Lidded-Ewer_bakedUV","Lidded-Ewer_bakedUV_simpL7_qp10_qt10_decompJPEG_2048x2048_Q10",0.329545454545455,61,56,66,54,237
"dorfkirche","dorfkirche_simpL9_qp11_qt9_decompJPEG_512x512_Q75",0.1875,70,61,73,54,258
"Triceratops_manifold","Triceratops_manifold_simpL8_qp11_qt6_decompJPEG_1440x1440_Q90",0.34090909090909,22,17,22,26,87
"dino_retopo_uv","dino_retopo_uv_simpL5_qp10_qt8_decompJPEG_512x512_Q75",0.122093023255815,23,49,25,7,104
"PlaningMachine200K","PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_512x512_Q90",0.64375,60,62,67,58,247
"Flintlock_Pistol","Flintlock_Pistol_simpL10_qp7_qt6_decompJPEG_712x712_Q25",0.916666666666668,9,5,10,8,32
"dorfkirche","dorfkirche_simpL5_qp9_qt6_decompJPEG_512x512_Q10",0.806818181818183,70,61,73,54,258
"bread_BakedUV","bread_BakedUV_simpL7_qp7_qt7_decompJPEG_2048x2048_Q90",0.656976744186047,74,52,30,54,210
"lizard_BakedUV","lizard_BakedUV_simpL1_qp7_qt6_decompJPEG_2048x2048_Q25",0.976190476190475,13,2,1,6,22
"lizard_BakedUV","lizard_BakedUV_simpL10_qp7_qt8_decompJPEG_1440x1440_Q25",0.732558139534882,13,2,1,6,22
"Flintlock_Pistol","Flintlock_Pistol_simpL2_qp9_qt6_decompJPEG_2048x2048_Q75",0.61904761904762,9,5,10,8,32
"shark_bakedUV","shark_bakedUV_simpL10_qp9_qt10_decompJPEG_1440x1440_Q75",0.601190476190475,22,21,15,28,86
"shark_bakedUV","shark_bakedUV_simpL1_qp11_qt9_decompJPEG_512x512_Q90",0.323863636363637,22,21,15,28,86
"shark_bakedUV","shark_bakedUV_simpL9_qp10_qt6_decompJPEG_1024x1024_Q25",0.810975609756098,22,21,15,28,86
"shark_bakedUV","shark_bakedUV_simpL10_qp9_qt6_decompJPEG_1440x1440_Q75",0.796511627906977,22,21,15,28,86
"Flintlock_Pistol","Flintlock_Pistol_simpL9_qp8_qt6_decompJPEG_2048x2048_Q25",0.837209302325582,9,5,10,8,32
"dino_retopo_uv","dino_retopo_uv_simpL9_qp8_qt10_decompJPEG_1440x1440_Q50",0.63953488372093,23,49,25,7,104
"Triceratops_manifold","Triceratops_manifold_simpL9_qp7_qt9_decompJPEG_512x512_Q75",0.593023255813953,22,17,22,26,87
"dino_retopo_uv","dino_retopo_uv_simpL5_qp11_qt6_decompJPEG_712x712_Q50",0.767857142857143,23,49,25,7,104
"dino_retopo_uv","dino_retopo_uv_simpL5_qp9_qt8_decompJPEG_1024x1024_Q75",0.30232558139535,23,49,25,7,104
"shark_bakedUV","shark_bakedUV_simpL10_qp7_qt6_decompJPEG_1440x1440_Q50",0.925,22,21,15,28,86
"PlaningMachine200K","PlaningMachine200K_simpL1_qp10_qt10_decompJPEG_1024x1024_Q75",0.164772727272728,60,62,67,58,247
"dino_retopo_uv","dino_retopo_uv_simpL8_qp10_qt6_decompJPEG_1024x1024_Q25",0.675,23,49,25,7,104
"PRI_Hepatus","PRI_Hepatus_simpL8_qp8_qt10_decompJPEG_1440x1440_Q50",0.52840909090909,57,40,52,40,189
"Orchid","Orchid_simpL6_qp8_qt6_decompJPEG_1440x1440_Q25",0.430232558139535,70,72,43,82,267
"Flintlock_Pistol","Flintlock_Pistol_simpL2_qp8_qt6_decompJPEG_712x712_Q90",0.94047619047619,9,5,10,8,32
"Lidded-Ewer_bakedUV","Lidded-Ewer_bakedUV_simpL6_qp11_qt7_decompJPEG_512x512_Q50",0.343023255813953,61,56,66,54,237
"lizard_BakedUV","lizard_BakedUV_simpL9_qp10_qt7_decompJPEG_2048x2048_Q75",0.30813953488372,13,2,1,6,22
"Orchid","Orchid_simpL9_qp11_qt9_decompJPEG_1024x1024_Q90",0.214285714285715,70,72,43,82,267
"Orchid","Orchid_simpL2_qp10_qt7_decompJPEG_512x512_Q75",0.119318181818183,70,72,43,82,267
"Flintlock_Pistol","Flintlock_Pistol_simpL3_qp8_qt6_decompJPEG_1440x1440_Q50",0.883720930232557,9,5,10,8,32
"dino_retopo_uv","dino_retopo_uv_simpL5_qp9_qt8_decompJPEG_2048x2048_Q50",0.377906976744185,23,49,25,7,104
"bread_BakedUV","bread_BakedUV_simpL5_qp8_qt10_decompJPEG_712x712_Q25",0.401162790697675,74,52,30,54,210
"Orchid","Orchid_simpL8_qp8_qt7_decompJPEG_2048x2048_Q90",0.24404761904762,70,72,43,82,267
"bread_BakedUV","bread_BakedUV_simpL7_qp10_qt7_decompJPEG_2048x2048_Q50",0.472222222222223,74,52,30,54,210
"shark_bakedUV","shark_bakedUV_simpL10_qp9_qt6_decompJPEG_1440x1440_Q50",0.817073170731707,22,21,15,28,86
"dino_retopo_uv","dino_retopo_uv_simpL1_qp10_qt6_decompJPEG_712x712_Q10",0.727272727272728,23,49,25,7,104
"Triceratops_manifold","Triceratops_manifold_simpL4_qp8_qt6_decompJPEG_2048x2048_Q10",0.633333333333333,22,17,22,26,87
"dino_retopo_uv","dino_retopo_uv_simpL10_qp11_qt9_decompJPEG_1024x1024_Q90",0.829545454545455,23,49,25,7,104
"Triceratops_manifold","Triceratops_manifold_simpL6_qp8_qt9_decompJPEG_512x512_Q50",0.49404761904762,22,17,22,26,87
"Triceratops_manifold","Triceratops_manifold_simpL4_qp10_qt7_decompJPEG_2048x2048_Q10",0.13095238095238,22,17,22,26,87
"Orchid","Orchid_simpL1_qp9_qt6_decompJPEG_512x512_Q10",0.535714285714285,70,72,43,82,267
"Lidded-Ewer_bakedUV","Lidded-Ewer_bakedUV_simpL7_qp10_qt8_decompJPEG_512x512_Q25",0.392045454545455,61,56,66,54,237
"Triceratops_manifold","Triceratops_manifold_simpL2_qp8_qt10_decompJPEG_712x712_Q10",0.633720930232557,22,17,22,26,87
"Lidded-Ewer_bakedUV","Lidded-Ewer_bakedUV_simpL1_qp10_qt8_decompJPEG_712x712_Q10",0.269736842105262,61,56,66,54,237
"Orchid","Orchid_simpL8_qp10_qt8_decompJPEG_1024x1024_Q10",0.205555555555555,70,72,43,82,267
"PRI_Hepatus","PRI_Hepatus_simpL7_qp10_qt8_decompJPEG_712x712_Q25",0.327380952380953,57,40,52,40,189
"dino_retopo_uv","dino_retopo_uv_simpL3_qp11_qt6_decompJPEG_712x712_Q50",0.784883720930233,23,49,25,7,104
"lizard_BakedUV","lizard_BakedUV_simpL10_qp7_qt10_decompJPEG_1440x1440_Q50",0.786585365853657,13,2,1,6,22
"Orchid","Orchid_simpL9_qp11_qt7_decompJPEG_1440x1440_Q10",0.261363636363637,70,72,43,82,267
"Flintlock_Pistol","Flintlock_Pistol_simpL4_qp7_qt6_decompJPEG_1440x1440_Q10",0.958333333333332,9,5,10,8,32
"PRI_Hepatus","PRI_Hepatus_simpL3_qp10_qt8_decompJPEG_1440x1440_Q75",0.329268292682927,57,40,52,40,189
"shark_bakedUV","shark_bakedUV_simpL10_qp9_qt10_decompJPEG_2048x2048_Q75",0.613636363636363,22,21,15,28,86
"dorfkirche","dorfkirche_simpL5_qp9_qt10_decompJPEG_512x512_Q50",0.333333333333332,70,61,73,54,258
"dino_retopo_uv","dino_retopo_uv_simpL6_qp10_qt6_decompJPEG_712x712_Q50",0.683333333333332,23,49,25,7,104
"bread_BakedUV","bread_BakedUV_simpL7_qp10_qt9_decompJPEG_712x712_Q50",0.49404761904762,74,52,30,54,210
"dino_retopo_uv","dino_retopo_uv_simpL6_qp9_qt8_decompJPEG_512x512_Q50",0.301136363636363,23,49,25,7,104
"PlaningMachine200K","PlaningMachine200K_simpL1_qp11_qt7_decompJPEG_1024x1024_Q10",0.19375,60,62,67,58,247
"dorfkirche","dorfkirche_simpL7_qp9_qt10_decompJPEG_1440x1440_Q75",0.3125,70,61,73,54,258
"dorfkirche","dorfkirche_simpL8_qp11_qt8_decompJPEG_512x512_Q50",0.30232558139535,70,61,73,54,258
"bread_BakedUV","bread_BakedUV_simpL3_qp10_qt10_decompJPEG_712x712_Q25",0.27439024390244,74,52,30,54,210
"shark_bakedUV","shark_bakedUV_simpL10_qp7_qt6_decompJPEG_1024x1024_Q25",0.947368421052633,22,21,15,28,86
"Flintlock_Pistol","Flintlock_Pistol_simpL7_qp8_qt7_decompJPEG_512x512_Q50",0.829545454545455,9,5,10,8,32
"PlaningMachine200K","PlaningMachine200K_simpL9_qp8_qt6_decompJPEG_1024x1024_Q75",0.65340909090909,60,62,67,58,247
"PRI_Hepatus","PRI_Hepatus_simpL8_qp11_qt7_decompJPEG_1024x1024_Q50",0.505555555555555,57,40,52,40,189
"dino_retopo_uv","dino_retopo_uv_simpL5_qp10_qt9_decompJPEG_2048x2048_Q10",0.176136363636362,23,49,25,7,104
"dorfkirche","dorfkirche_simpL9_qp11_qt8_decompJPEG_1024x1024_Q10",0.406976744186047,70,61,73,54,258
"shark_bakedUV","shark_bakedUV_simpL9_qp11_qt6_decompJPEG_1024x1024_Q75",0.744186046511627,22,21,15,28,86
"PRI_Hepatus","PRI_Hepatus_simpL5_qp7_qt6_decompJPEG_2048x2048_Q10",0.94767441860465,57,40,52,40,189
"lizard_BakedUV","lizard_BakedUV_simpL5_qp10_qt6_decompJPEG_712x712_Q10",0.427631578947367,13,2,1,6,22
"PRI_Hepatus","PRI_Hepatus_simpL2_qp10_qt9_decompJPEG_512x512_Q10",0.396341463414635,57,40,52,40,189
"dino_retopo_uv","dino_retopo_uv_simpL4_qp11_qt6_decompJPEG_1440x1440_Q50",0.835227272727272,23,49,25,7,104
"Flintlock_Pistol","Flintlock_Pistol_simpL4_qp7_qt6_decompJPEG_712x712_Q10",0.976744186046512,9,5,10,8,32
"Triceratops_manifold","Triceratops_manifold_simpL9_qp9_qt6_decompJPEG_1024x1024_Q25",0.352272727272728,22,17,22,26,87
"dino_retopo_uv","dino_retopo_uv_simpL8_qp9_qt6_decompJPEG_2048x2048_Q75",0.801136363636362,23,49,25,7,104
"bread_BakedUV","bread_BakedUV_simpL5_qp9_qt8_decompJPEG_512x512_Q75",0.431818181818183,74,52,30,54,210
"Orchid","Orchid_simpL9_qp8_qt9_decompJPEG_2048x2048_Q10",0.21590909090909,70,72,43,82,267
"lizard_BakedUV","lizard_BakedUV_simpL9_qp9_qt6_decompJPEG_712x712_Q75",0.5,13,2,1,6,22
"Triceratops_manifold","Triceratops_manifold_simpL1_qp8_qt6_decompJPEG_2048x2048_Q10",0.715116279069767,22,17,22,26,87
"PRI_Hepatus","PRI_Hepatus_simpL5_qp7_qt10_decompJPEG_2048x2048_Q10",0.920454545454545,57,40,52,40,189
"Triceratops_manifold","Triceratops_manifold_simpL9_qp7_qt9_decompJPEG_2048x2048_Q75",0.681818181818183,22,17,22,26,87
"lizard_BakedUV","lizard_BakedUV_simpL8_qp10_qt8_decompJPEG_512x512_Q90",0.25,13,2,1,6,22
"dorfkirche","dorfkirche_simpL5_qp10_qt8_decompJPEG_2048x2048_Q90",0.345238095238095,70,61,73,54,258
"dorfkirche","dorfkirche_simpL9_qp11_qt10_decompJPEG_512x512_Q50",0.214285714285715,70,61,73,54,258
"shark_bakedUV","shark_bakedUV_simpL6_qp11_qt6_decompJPEG_1024x1024_Q10",0.81875,22,21,15,28,86
"Lidded-Ewer_bakedUV","Lidded-Ewer_bakedUV_simpL8_qp10_qt8_decompJPEG_2048x2048_Q10",0.50595238095238,61,56,66,54,237
"lizard_BakedUV","lizard_BakedUV_simpL5_qp10_qt6_decompJPEG_712x712_Q50",0.422619047619047,13,2,1,6,22
"PRI_Hepatus","PRI_Hepatus_simpL1_qp7_qt6_decompJPEG_512x512_Q10",0.943181818181817,57,40,52,40,189
"PRI_Hepatus","PRI_Hepatus_simpL8_qp9_qt6_decompJPEG_1440x1440_Q10",0.833333333333332,57,40,52,40,189
"lizard_BakedUV","lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_512x512_Q50",0.761363636363638,13,2,1,6,22
"Triceratops_manifold","Triceratops_manifold_simpL7_qp9_qt6_decompJPEG_512x512_Q50",0.392857142857142,22,17,22,26,87
"dino_retopo_uv","dino_retopo_uv_simpL6_qp9_qt8_decompJPEG_712x712_Q90",0.38095238095238,23,49,25,7,104
"shark_bakedUV","shark_bakedUV_simpL4_qp10_qt9_decompJPEG_712x712_Q50",0.427777777777777,22,21,15,28,86
"PRI_Hepatus","PRI_Hepatus_simpL3_qp11_qt7_decompJPEG_512x512_Q10",0.75,57,40,52,40,189
"dino_retopo_uv","dino_retopo_uv_simpL6_qp11_qt6_decompJPEG_512x512_Q25",0.680232558139535,23,49,25,7,104
"Flintlock_Pistol","Flintlock_Pistol_simpL10_qp7_qt6_decompJPEG_512x512_Q10",0.906976744186047,9,5,10,8,32
"PlaningMachine200K","PlaningMachine200K_simpL9_qp8_qt7_decompJPEG_1440x1440_Q10",0.567073170731707,60,62,67,58,247
"shark_bakedUV","shark_bakedUV_simpL1_qp11_qt10_decompJPEG_512x512_Q90",0.273809523809525,22,21,15,28,86
"lizard_BakedUV","lizard_BakedUV_simpL7_qp11_qt8_decompJPEG_712x712_Q50",0.154761904761905,13,2,1,6,22
"dino_retopo_uv","dino_retopo_uv_simpL7_qp10_qt6_decompJPEG_1440x1440_Q50",0.755681818181817,23,49,25,7,104
"bread_BakedUV","bread_BakedUV_simpL10_qp7_qt8_decompJPEG_2048x2048_Q25",0.744318181818183,74,52,30,54,210
"bread_BakedUV","bread_BakedUV_simpL2_qp7_qt7_decompJPEG_2048x2048_Q50",0.63095238095238,74,52,30,54,210
"Orchid","Orchid_simpL9_qp8_qt7_decompJPEG_1024x1024_Q75",0.22093023255814,70,72,43,82,267
"dino_retopo_uv","dino_retopo_uv_simpL1_qp9_qt9_decompJPEG_1440x1440_Q25",0.125,23,49,25,7,104
"dorfkirche","dorfkirche_simpL1_qp10_qt8_decompJPEG_1024x1024_Q50",0.267441860465118,70,61,73,54,258
"Lidded-Ewer_bakedUV","Lidded-Ewer_bakedUV_simpL1_qp10_qt8_decompJPEG_1440x1440_Q75",0.127906976744185,61,56,66,54,237
"Lidded-Ewer_bakedUV","Lidded-Ewer_bakedUV_simpL5_qp11_qt8_decompJPEG_512x512_Q10",0.394444444444445,61,56,66,54,237
"Triceratops_manifold","Triceratops_manifold_simpL1_qp11_qt6_decompJPEG_512x512_Q75",0.294871794871795,22,17,22,26,87
"bread_BakedUV","bread_BakedUV_simpL8_qp9_qt10_decompJPEG_1440x1440_Q75",0.50625,74,52,30,54,210
"bread_BakedUV","bread_BakedUV_simpL4_qp9_qt8_decompJPEG_1024x1024_Q10",0.420454545454545,74,52,30,54,210
"dino_retopo_uv","dino_retopo_uv_simpL4_qp10_qt8_decompJPEG_512x512_Q90",0.198863636363638,23,49,25,7,104
"Flintlock_Pistol","Flintlock_Pistol_simpL5_qp7_qt9_decompJPEG_712x712_Q50",0.982558139534883,9,5,10,8,32
"dino_retopo_uv","dino_retopo_uv_simpL4_qp11_qt6_decompJPEG_712x712_Q50",0.755681818181817,23,49,25,7,104
"shark_bakedUV","shark_bakedUV_simpL10_qp11_qt6_decompJPEG_1024x1024_Q90",0.73780487804878,22,21,15,28,86
"dorfkirche","dorfkirche_simpL2_qp11_qt7_decompJPEG_1024x1024_Q50",0.65340909090909,70,61,73,54,258
"Lidded-Ewer_bakedUV","Lidded-Ewer_bakedUV_simpL8_qp9_qt8_decompJPEG_2048x2048_Q50",0.4875,61,56,66,54,237
"bread_BakedUV","bread_BakedUV_simpL8_qp7_qt10_decompJPEG_712x712_Q10",0.767857142857143,74,52,30,54,210
"Flintlock_Pistol","Flintlock_Pistol_simpL4_qp8_qt10_decompJPEG_1024x1024_Q90",0.848837209302325,9,5,10,8,32
"PlaningMachine200K","PlaningMachine200K_simpL9_qp8_qt7_decompJPEG_512x512_Q10",0.573863636363637,60,62,67,58,247
"Triceratops_manifold","Triceratops_manifold_simpL9_qp7_qt10_decompJPEG_2048x2048_Q25",0.63095238095238,22,17,22,26,87
"dino_retopo_uv","dino_retopo_uv_simpL5_qp9_qt9_decompJPEG_2048x2048_Q10",0.383720930232557,23,49,25,7,104
"PlaningMachine200K","PlaningMachine200K_simpL10_qp7_qt6_decompJPEG_712x712_Q90",0.97093023255814,60,62,67,58,247
"PRI_Hepatus","PRI_Hepatus_simpL3_qp8_qt9_decompJPEG_712x712_Q10",0.708333333333332,57,40,52,40,189
"dorfkirche","dorfkirche_simpL8_qp10_qt8_decompJPEG_2048x2048_Q10",0.351190476190475,70,61,73,54,258
"shark_bakedUV","shark_bakedUV_simpL10_qp9_qt6_decompJPEG_1024x1024_Q75",0.8,22,21,15,28,86
"PRI_Hepatus","PRI_Hepatus_simpL9_qp9_qt8_decompJPEG_512x512_Q10",0.5,57,40,52,40,189
"dorfkirche","dorfkirche_simpL4_qp9_qt9_decompJPEG_2048x2048_Q75",0.267441860465118,70,61,73,54,258
"Flintlock_Pistol","Flintlock_Pistol_simpL9_qp8_qt6_decompJPEG_1440x1440_Q25",0.829545454545455,9,5,10,8,32
"Flintlock_Pistol","Flintlock_Pistol_simpL5_qp7_qt9_decompJPEG_1024x1024_Q50",0.98125,9,5,10,8,32
"bread_BakedUV","bread_BakedUV_simpL6_qp11_qt6_decompJPEG_2048x2048_Q90",0.789772727272728,74,52,30,54,210
"PRI_Hepatus","PRI_Hepatus_simpL5_qp11_qt8_decompJPEG_512x512_Q50",0.28409090909091,57,40,52,40,189
"bread_BakedUV","bread_BakedUV_simpL8_qp9_qt9_decompJPEG_712x712_Q25",0.585227272727272,74,52,30,54,210
"Orchid","Orchid_simpL3_qp9_qt8_decompJPEG_2048x2048_Q90",0.09375,70,72,43,82,267
"lizard_BakedUV","lizard_BakedUV_simpL7_qp8_qt10_decompJPEG_1440x1440_Q90",0.5625,13,2,1,6,22
"dorfkirche","dorfkirche_simpL4_qp10_qt7_decompJPEG_512x512_Q90",0.52840909090909,70,61,73,54,258
"bread_BakedUV","bread_BakedUV_simpL1_qp11_qt10_decompJPEG_1024x1024_Q10",0.329545454545455,74,52,30,54,210
"lizard_BakedUV","lizard_BakedUV_simpL9_qp9_qt6_decompJPEG_1440x1440_Q75",0.43452380952381,13,2,1,6,22
"dino_retopo_uv","dino_retopo_uv_simpL6_qp9_qt8_decompJPEG_2048x2048_Q50",0.371951219512195,23,49,25,7,104
"bread_BakedUV","bread_BakedUV_simpL4_qp9_qt10_decompJPEG_712x712_Q25",0.31875,74,52,30,54,210
"PRI_Hepatus","PRI_Hepatus_simpL3_qp10_qt6_decompJPEG_2048x2048_Q25",0.839285714285715,57,40,52,40,189
