"Model","stimulus","MOS","VP1","VP2","VP3","VP4","TotalPatches"
"yourMesh","yourMesh_simpL6_qp8_qt10_decompJPEG_1440x1440_Q90",0.44047619047619,89,69,94,89,341
"JaneAnne_WithBase","JaneAnne_WithBase_simpL9_qp8_qt6_decompJPEG_512x512_Q75",0.857142857142857,51,37,37,41,166
"JaneAnne_WithBase","JaneAnne_WithBase_simpL9_qp8_qt6_decompJPEG_2048x2048_Q10",0.9125,51,37,37,41,166
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL5_qp11_qt9_decompJPEG_512x512_Q25",0.61875,32,24,37,9,102
"Streblognathus","Streblognathus_simpL8_qp7_qt10_decompJPEG_512x512_Q75",0.976744186046512,17,13,9,17,56
"JaneAnne_WithBase","JaneAnne_WithBase_simpL1_qp10_qt7_decompJPEG_512x512_Q90",0.703488372093023,51,37,37,41,166
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL8_qp11_qt9_decompJPEG_2048x2048_Q90",0.3625,70,40,63,37,210
"GoldenStatueModel","GoldenStatueModel_simpL5_qp9_qt10_decompJPEG_712x712_Q10",0.636904761904763,40,29,51,32,152
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL1_qp10_qt8_decompJPEG_712x712_Q90",0.607954545454545,32,24,37,9,102
"Streblognathus","Streblognathus_simpL3_qp7_qt6_decompJPEG_2048x2048_Q10",0.988636363636362,17,13,9,17,56
"yourMesh","yourMesh_simpL1_qp11_qt7_decompJPEG_1440x1440_Q75",0.619318181818183,89,69,94,89,341
"diez_BakedUV","diez_BakedUV_simpL4_qp11_qt7_decompJPEG_1440x1440_Q10",0.505681818181817,73,50,54,52,229
"yourMesh","yourMesh_simpL10_qp8_qt7_decompJPEG_1440x1440_Q10",0.488636363636363,89,69,94,89,341
"Graphosoma","Graphosoma_simpL9_qp11_qt6_decompJPEG_512x512_Q90",0.383333333333333,35,34,41,33,143
"diez_BakedUV","diez_BakedUV_simpL10_qp10_qt9_decompJPEG_2048x2048_Q90",0.744318181818183,73,50,54,52,229
"diez_BakedUV","diez_BakedUV_simpL8_qp11_qt6_decompJPEG_2048x2048_Q90",0.86904761904762,73,50,54,52,229
"Streblognathus","Streblognathus_simpL2_qp9_qt6_decompJPEG_2048x2048_Q75",0.56578947368421,17,13,9,17,56
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL7_qp10_qt9_decompJPEG_512x512_Q10",0.431818181818183,70,40,63,37,210
"Boiler","Boiler_simpL10_qp9_qt6_decompJPEG_512x512_Q50",0.825581395348838,51,51,57,51,210
"diez_BakedUV","diez_BakedUV_simpL8_qp10_qt6_decompJPEG_712x712_Q90",0.744318181818183,73,50,54,52,229
"GoldenStatueModel","GoldenStatueModel_simpL3_qp9_qt10_decompJPEG_1440x1440_Q25",0.6875,40,29,51,32,152
"GoldenStatueModel","GoldenStatueModel_simpL1_qp9_qt10_decompJPEG_512x512_Q10",0.698863636363637,40,29,51,32,152
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL2_qp11_qt10_decompJPEG_712x712_Q50",0.202380952380953,32,24,37,9,102
"Boiler","Boiler_simpL10_qp10_qt10_decompJPEG_512x512_Q25",0.761363636363638,51,51,57,51,210
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL9_qp10_qt10_decompJPEG_712x712_Q25",0.81547619047619,32,24,37,9,102
"AsparnLoewe_C","AsparnLoewe_C_simpL8_qp10_qt9_decompJPEG_712x712_Q25",0.321428571428573,149,137,146,140,572
"yourMesh","yourMesh_simpL3_qp11_qt8_decompJPEG_512x512_Q50",0.171052631578948,89,69,94,89,341
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL4_qp11_qt10_decompJPEG_512x512_Q50",0.35625,32,24,37,9,102
"Graphosoma","Graphosoma_simpL3_qp8_qt10_decompJPEG_2048x2048_Q75",0.556818181818183,35,34,41,33,143
"AsparnLoewe_C","AsparnLoewe_C_simpL3_qp9_qt7_decompJPEG_1024x1024_Q25",0.829545454545455,149,137,146,140,572
"JaneAnne_WithBase","JaneAnne_WithBase_simpL1_qp10_qt7_decompJPEG_512x512_Q50",0.72093023255814,51,37,37,41,166
"JaneAnne_WithBase","JaneAnne_WithBase_simpL9_qp10_qt6_decompJPEG_512x512_Q75",0.77840909090909,51,37,37,41,166
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL7_qp11_qt6_decompJPEG_512x512_Q50",0.680232558139535,70,40,63,37,210
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL4_qp9_qt8_decompJPEG_512x512_Q25",0.689024390243902,32,24,37,9,102
"Graphosoma","Graphosoma_simpL5_qp11_qt7_decompJPEG_2048x2048_Q90",0.28409090909091,35,34,41,33,143
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL2_qp9_qt7_decompJPEG_712x712_Q25",0.428571428571427,70,40,63,37,210
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL3_qp9_qt10_decompJPEG_1024x1024_Q10",0.431818181818183,70,40,63,37,210
"AsparnLoewe_C","AsparnLoewe_C_simpL1_qp9_qt9_decompJPEG_712x712_Q25",0.630681818181817,149,137,146,140,572
"Graphosoma","Graphosoma_simpL7_qp8_qt6_decompJPEG_1024x1024_Q25",0.616279069767443,35,34,41,33,143
"yourMesh","yourMesh_simpL10_qp7_qt8_decompJPEG_1440x1440_Q25",0.424418604651163,89,69,94,89,341
"diez_BakedUV","diez_BakedUV_simpL4_qp9_qt10_decompJPEG_512x512_Q25",0.365853658536585,73,50,54,52,229
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL7_qp11_qt6_decompJPEG_712x712_Q25",0.72093023255814,70,40,63,37,210
"Graphosoma","Graphosoma_simpL3_qp8_qt10_decompJPEG_512x512_Q90",0.583333333333332,35,34,41,33,143
"yourMesh","yourMesh_simpL4_qp11_qt8_decompJPEG_712x712_Q10",0.31547619047619,89,69,94,89,341
"Streblognathus","Streblognathus_simpL2_qp11_qt6_decompJPEG_1024x1024_Q25",0.569767441860465,17,13,9,17,56
"Streblognathus","Streblognathus_simpL4_qp7_qt6_decompJPEG_2048x2048_Q75",0.97560975609756,17,13,9,17,56
"Boiler","Boiler_simpL8_qp7_qt9_decompJPEG_1024x1024_Q90",0.8125,51,51,57,51,210
"Graphosoma","Graphosoma_simpL9_qp7_qt6_decompJPEG_1440x1440_Q10",0.76923076923077,35,34,41,33,143
"yourMesh","yourMesh_simpL10_qp7_qt7_decompJPEG_2048x2048_Q90",0.458333333333332,89,69,94,89,341
"diez_BakedUV","diez_BakedUV_simpL1_qp10_qt8_decompJPEG_2048x2048_Q10",0.327380952380953,73,50,54,52,229
"diez_BakedUV","diez_BakedUV_simpL9_qp10_qt7_decompJPEG_712x712_Q25",0.436046511627908,73,50,54,52,229
"diez_BakedUV","diez_BakedUV_simpL9_qp11_qt9_decompJPEG_512x512_Q50",0.142857142857143,73,50,54,52,229
"diez_BakedUV","diez_BakedUV_simpL3_qp9_qt10_decompJPEG_1440x1440_Q25",0.38125,73,50,54,52,229
"Streblognathus","Streblognathus_simpL8_qp8_qt8_decompJPEG_2048x2048_Q10",0.694444444444445,17,13,9,17,56
"Boiler","Boiler_simpL1_qp9_qt9_decompJPEG_1440x1440_Q25",0.459302325581395,51,51,57,51,210
"GoldenStatueModel","GoldenStatueModel_simpL6_qp9_qt6_decompJPEG_1440x1440_Q25",0.621794871794872,40,29,51,32,152
"Graphosoma","Graphosoma_simpL6_qp7_qt6_decompJPEG_2048x2048_Q25",0.924418604651162,35,34,41,33,143
"skiboot_BakedUV","skiboot_BakedUV_simpL3_qp9_qt6_decompJPEG_1024x1024_Q75",0.77439024390244,90,71,102,102,365
"yourMesh","yourMesh_simpL3_qp7_qt6_decompJPEG_512x512_Q25",0.8625,89,69,94,89,341
"Graphosoma","Graphosoma_simpL10_qp11_qt7_decompJPEG_1024x1024_Q50",0.209302325581395,35,34,41,33,143
"AsparnLoewe_C","AsparnLoewe_C_simpL7_qp11_qt10_decompJPEG_512x512_Q75",0.232558139534883,149,137,146,140,572
"Graphosoma","Graphosoma_simpL10_qp9_qt6_decompJPEG_512x512_Q50",0.25,35,34,41,33,143
"Graphosoma","Graphosoma_simpL10_qp9_qt7_decompJPEG_1024x1024_Q90",0.267045454545455,35,34,41,33,143
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL8_qp11_qt9_decompJPEG_712x712_Q10",0.74375,32,24,37,9,102
"AsparnLoewe_C","AsparnLoewe_C_simpL5_qp11_qt7_decompJPEG_2048x2048_Q75",0.68125,149,137,146,140,572
"Streblognathus","Streblognathus_simpL6_qp10_qt7_decompJPEG_2048x2048_Q25",0.226190476190478,17,13,9,17,56
"skiboot_BakedUV","skiboot_BakedUV_simpL3_qp9_qt6_decompJPEG_2048x2048_Q75",0.791666666666668,90,71,102,102,365
"GoldenStatueModel","GoldenStatueModel_simpL9_qp7_qt9_decompJPEG_512x512_Q10",0.982142857142857,40,29,51,32,152
"yourMesh","yourMesh_simpL2_qp10_qt8_decompJPEG_512x512_Q25",0.25,89,69,94,89,341
"GoldenStatueModel","GoldenStatueModel_simpL9_qp7_qt6_decompJPEG_1440x1440_Q25",0.965116279069767,40,29,51,32,152
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL9_qp8_qt7_decompJPEG_1024x1024_Q10",0.73780487804878,70,40,63,37,210
"diez_BakedUV","diez_BakedUV_simpL3_qp11_qt6_decompJPEG_2048x2048_Q75",0.848837209302325,73,50,54,52,229
"yourMesh","yourMesh_simpL10_qp7_qt7_decompJPEG_1024x1024_Q25",0.517045454545455,89,69,94,89,341
"Graphosoma","Graphosoma_simpL9_qp8_qt6_decompJPEG_1440x1440_Q50",0.53048780487805,35,34,41,33,143
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL7_qp9_qt6_decompJPEG_512x512_Q10",0.784883720930233,70,40,63,37,210
"JaneAnne_WithBase","JaneAnne_WithBase_simpL9_qp11_qt10_decompJPEG_512x512_Q75",0.323863636363637,51,37,37,41,166
"Graphosoma","Graphosoma_simpL7_qp8_qt10_decompJPEG_1440x1440_Q50",0.470238095238095,35,34,41,33,143
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL9_qp11_qt6_decompJPEG_1440x1440_Q75",0.948863636363638,32,24,37,9,102
"diez_BakedUV","diez_BakedUV_simpL9_qp9_qt9_decompJPEG_512x512_Q50",0.273255813953488,73,50,54,52,229
"Graphosoma","Graphosoma_simpL9_qp9_qt6_decompJPEG_2048x2048_Q10",0.401162790697675,35,34,41,33,143
"skiboot_BakedUV","skiboot_BakedUV_simpL5_qp8_qt9_decompJPEG_512x512_Q75",0.616279069767443,90,71,102,102,365
"JaneAnne_WithBase","JaneAnne_WithBase_simpL7_qp11_qt9_decompJPEG_1024x1024_Q10",0.50595238095238,51,37,37,41,166
"skiboot_BakedUV","skiboot_BakedUV_simpL3_qp9_qt6_decompJPEG_2048x2048_Q90",0.786585365853657,90,71,102,102,365
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL7_qp10_qt6_decompJPEG_512x512_Q10",0.784883720930233,70,40,63,37,210
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL9_qp8_qt10_decompJPEG_2048x2048_Q50",0.71875,70,40,63,37,210
"diez_BakedUV","diez_BakedUV_simpL9_qp10_qt7_decompJPEG_512x512_Q10",0.505813953488373,73,50,54,52,229
"skiboot_BakedUV","skiboot_BakedUV_simpL2_qp9_qt10_decompJPEG_1024x1024_Q90",0.27906976744186,90,71,102,102,365
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL7_qp11_qt6_decompJPEG_712x712_Q10",0.80813953488372,70,40,63,37,210
"skiboot_BakedUV","skiboot_BakedUV_simpL2_qp11_qt6_decompJPEG_512x512_Q90",0.744318181818183,90,71,102,102,365
"yourMesh","yourMesh_simpL10_qp11_qt10_decompJPEG_2048x2048_Q25",0.386904761904763,89,69,94,89,341
"JaneAnne_WithBase","JaneAnne_WithBase_simpL3_qp8_qt10_decompJPEG_512x512_Q25",0.6625,51,37,37,41,166
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL2_qp8_qt8_decompJPEG_1024x1024_Q10",0.866279069767443,32,24,37,9,102
"GoldenStatueModel","GoldenStatueModel_simpL6_qp7_qt10_decompJPEG_712x712_Q10",0.96111111111111,40,29,51,32,152
"GoldenStatueModel","GoldenStatueModel_simpL2_qp9_qt6_decompJPEG_2048x2048_Q90",0.613636363636363,40,29,51,32,152
"diez_BakedUV","diez_BakedUV_simpL10_qp7_qt8_decompJPEG_512x512_Q90",0.85,73,50,54,52,229
"Boiler","Boiler_simpL9_qp10_qt7_decompJPEG_2048x2048_Q25",0.428571428571427,51,51,57,51,210
"Graphosoma","Graphosoma_simpL10_qp9_qt6_decompJPEG_1440x1440_Q25",0.267441860465118,35,34,41,33,143
"Boiler","Boiler_simpL1_qp11_qt6_decompJPEG_1024x1024_Q10",0.482558139534882,51,51,57,51,210
"GoldenStatueModel","GoldenStatueModel_simpL9_qp7_qt10_decompJPEG_512x512_Q10",0.966666666666667,40,29,51,32,152
"Graphosoma","Graphosoma_simpL7_qp8_qt9_decompJPEG_1024x1024_Q90",0.482954545454545,35,34,41,33,143
"diez_BakedUV","diez_BakedUV_simpL10_qp8_qt7_decompJPEG_1024x1024_Q50",0.73888888888889,73,50,54,52,229
"Graphosoma","Graphosoma_simpL9_qp11_qt6_decompJPEG_2048x2048_Q75",0.3875,35,34,41,33,143
"Boiler","Boiler_simpL4_qp9_qt9_decompJPEG_512x512_Q25",0.443181818181817,51,51,57,51,210
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL2_qp9_qt7_decompJPEG_1440x1440_Q10",0.452380952380953,70,40,63,37,210
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL9_qp8_qt7_decompJPEG_2048x2048_Q25",0.738095238095237,70,40,63,37,210
"AsparnLoewe_C","AsparnLoewe_C_simpL2_qp9_qt9_decompJPEG_1440x1440_Q10",0.68452380952381,149,137,146,140,572
"yourMesh","yourMesh_simpL1_qp8_qt8_decompJPEG_512x512_Q75",0.482558139534882,89,69,94,89,341
"JaneAnne_WithBase","JaneAnne_WithBase_simpL9_qp10_qt6_decompJPEG_512x512_Q10",0.875,51,37,37,41,166
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL7_qp11_qt6_decompJPEG_512x512_Q75",0.72159090909091,70,40,63,37,210
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL9_qp11_qt10_decompJPEG_1440x1440_Q75",0.573863636363637,70,40,63,37,210
"AsparnLoewe_C","AsparnLoewe_C_simpL1_qp10_qt8_decompJPEG_712x712_Q75",0.539772727272728,149,137,146,140,572
"Graphosoma","Graphosoma_simpL3_qp8_qt10_decompJPEG_712x712_Q90",0.522727272727272,35,34,41,33,143
"Boiler","Boiler_simpL10_qp8_qt7_decompJPEG_712x712_Q50",0.744444444444445,51,51,57,51,210
"AsparnLoewe_C","AsparnLoewe_C_simpL8_qp8_qt10_decompJPEG_512x512_Q25",0.857142857142857,149,137,146,140,572
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL2_qp9_qt8_decompJPEG_712x712_Q50",0.701219512195122,32,24,37,9,102
"AsparnLoewe_C","AsparnLoewe_C_simpL4_qp11_qt8_decompJPEG_712x712_Q10",0.505681818181817,149,137,146,140,572
"Boiler","Boiler_simpL8_qp9_qt10_decompJPEG_512x512_Q90",0.375,51,51,57,51,210
"AsparnLoewe_C","AsparnLoewe_C_simpL3_qp10_qt10_decompJPEG_1024x1024_Q10",0.460227272727272,149,137,146,140,572
"GoldenStatueModel","GoldenStatueModel_simpL6_qp8_qt7_decompJPEG_512x512_Q10",0.83139534883721,40,29,51,32,152
"AsparnLoewe_C","AsparnLoewe_C_simpL3_qp10_qt9_decompJPEG_512x512_Q25",0.377906976744185,149,137,146,140,572
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL2_qp9_qt7_decompJPEG_1024x1024_Q10",0.47093023255814,70,40,63,37,210
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL9_qp11_qt6_decompJPEG_2048x2048_Q50",0.9375,32,24,37,9,102
"skiboot_BakedUV","skiboot_BakedUV_simpL3_qp8_qt6_decompJPEG_1440x1440_Q25",0.86046511627907,90,71,102,102,365
"GoldenStatueModel","GoldenStatueModel_simpL7_qp9_qt9_decompJPEG_512x512_Q10",0.534883720930233,40,29,51,32,152
"Graphosoma","Graphosoma_simpL8_qp10_qt6_decompJPEG_2048x2048_Q75",0.448863636363637,35,34,41,33,143
"Boiler","Boiler_simpL8_qp7_qt7_decompJPEG_712x712_Q25",0.823863636363638,51,51,57,51,210
"Streblognathus","Streblognathus_simpL8_qp11_qt8_decompJPEG_512x512_Q75",0.105555555555555,17,13,9,17,56
"Boiler","Boiler_simpL8_qp11_qt6_decompJPEG_512x512_Q75",0.517857142857142,51,51,57,51,210
"diez_BakedUV","diez_BakedUV_simpL5_qp11_qt6_decompJPEG_2048x2048_Q90",0.77906976744186,73,50,54,52,229
"JaneAnne_WithBase","JaneAnne_WithBase_simpL9_qp11_qt6_decompJPEG_512x512_Q90",0.772222222222222,51,37,37,41,166
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL5_qp8_qt10_decompJPEG_1024x1024_Q10",0.69375,70,40,63,37,210
"yourMesh","yourMesh_simpL1_qp7_qt9_decompJPEG_1024x1024_Q25",0.90340909090909,89,69,94,89,341
"skiboot_BakedUV","skiboot_BakedUV_simpL3_qp9_qt6_decompJPEG_512x512_Q75",0.738372093023255,90,71,102,102,365
"Streblognathus","Streblognathus_simpL10_qp7_qt6_decompJPEG_2048x2048_Q25",0.424418604651163,17,13,9,17,56
"Boiler","Boiler_simpL4_qp9_qt7_decompJPEG_1440x1440_Q50",0.5,51,51,57,51,210
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL9_qp11_qt6_decompJPEG_1440x1440_Q25",0.910714285714285,32,24,37,9,102
"JaneAnne_WithBase","JaneAnne_WithBase_simpL1_qp11_qt7_decompJPEG_512x512_Q90",0.681818181818183,51,37,37,41,166
"Boiler","Boiler_simpL6_qp7_qt8_decompJPEG_712x712_Q10",0.877777777777778,51,51,57,51,210
"skiboot_BakedUV","skiboot_BakedUV_simpL4_qp11_qt6_decompJPEG_512x512_Q75",0.707317073170732,90,71,102,102,365
"Boiler","Boiler_simpL8_qp11_qt6_decompJPEG_512x512_Q10",0.568181818181817,51,51,57,51,210
"Boiler","Boiler_simpL4_qp9_qt9_decompJPEG_1024x1024_Q25",0.41111111111111,51,51,57,51,210
"diez_BakedUV","diez_BakedUV_simpL8_qp11_qt10_decompJPEG_512x512_Q50",0.11046511627907,73,50,54,52,229
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL8_qp8_qt9_decompJPEG_712x712_Q50",0.83139534883721,32,24,37,9,102
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL7_qp11_qt10_decompJPEG_512x512_Q10",0.488095238095237,70,40,63,37,210
"AsparnLoewe_C","AsparnLoewe_C_simpL2_qp7_qt8_decompJPEG_512x512_Q10",0.988372093023255,149,137,146,140,572
"yourMesh","yourMesh_simpL9_qp7_qt10_decompJPEG_1024x1024_Q10",0.647435897435897,89,69,94,89,341
"diez_BakedUV","diez_BakedUV_simpL9_qp10_qt9_decompJPEG_712x712_Q50",0.119318181818183,73,50,54,52,229
"skiboot_BakedUV","skiboot_BakedUV_simpL9_qp7_qt6_decompJPEG_1440x1440_Q50",0.948863636363638,90,71,102,102,365
"Graphosoma","Graphosoma_simpL6_qp11_qt6_decompJPEG_712x712_Q50",0.425,35,34,41,33,143
"Streblognathus","Streblognathus_simpL8_qp7_qt7_decompJPEG_512x512_Q50",0.952380952380953,17,13,9,17,56
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL1_qp11_qt6_decompJPEG_2048x2048_Q25",0.708333333333332,70,40,63,37,210
"AsparnLoewe_C","AsparnLoewe_C_simpL1_qp9_qt10_decompJPEG_512x512_Q90",0.58125,149,137,146,140,572
"GoldenStatueModel","GoldenStatueModel_simpL2_qp11_qt6_decompJPEG_1440x1440_Q75",0.363095238095237,40,29,51,32,152
"yourMesh","yourMesh_simpL2_qp10_qt9_decompJPEG_712x712_Q90",0.102272727272728,89,69,94,89,341
"skiboot_BakedUV","skiboot_BakedUV_simpL6_qp10_qt10_decompJPEG_1024x1024_Q90",0.128048780487805,90,71,102,102,365
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL4_qp8_qt8_decompJPEG_1024x1024_Q25",0.701219512195122,70,40,63,37,210
"yourMesh","yourMesh_simpL1_qp10_qt8_decompJPEG_712x712_Q75",0.23125,89,69,94,89,341
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL4_qp10_qt6_decompJPEG_512x512_Q25",0.666666666666668,70,40,63,37,210
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL7_qp11_qt7_decompJPEG_1024x1024_Q10",0.395348837209302,70,40,63,37,210
"GoldenStatueModel","GoldenStatueModel_simpL2_qp9_qt6_decompJPEG_1024x1024_Q50",0.678571428571427,40,29,51,32,152
"Graphosoma","Graphosoma_simpL5_qp10_qt6_decompJPEG_2048x2048_Q50",0.55921052631579,35,34,41,33,143
"GoldenStatueModel","GoldenStatueModel_simpL6_qp8_qt10_decompJPEG_2048x2048_Q10",0.872093023255815,40,29,51,32,152
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL2_qp11_qt6_decompJPEG_2048x2048_Q75",0.672222222222222,70,40,63,37,210
"AsparnLoewe_C","AsparnLoewe_C_simpL6_qp8_qt7_decompJPEG_712x712_Q50",0.945121951219512,149,137,146,140,572
"GoldenStatueModel","GoldenStatueModel_simpL9_qp7_qt10_decompJPEG_712x712_Q25",0.930232558139535,40,29,51,32,152
"JaneAnne_WithBase","JaneAnne_WithBase_simpL1_qp8_qt10_decompJPEG_512x512_Q90",0.65909090909091,51,37,37,41,166
"yourMesh","yourMesh_simpL10_qp10_qt10_decompJPEG_2048x2048_Q90",0.289772727272728,89,69,94,89,341
"JaneAnne_WithBase","JaneAnne_WithBase_simpL3_qp11_qt9_decompJPEG_512x512_Q50",0.523255813953488,51,37,37,41,166
"GeorgeWashington_BakedUV","GeorgeWashington_BakedUV_simpL7_qp9_qt6_decompJPEG_512x512_Q25",0.827380952380953,70,40,63,37,210
"yourMesh","yourMesh_simpL4_qp9_qt8_decompJPEG_712x712_Q10",0.397435897435897,89,69,94,89,341
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL9_qp9_qt6_decompJPEG_1440x1440_Q50",0.906976744186047,32,24,37,9,102
"skiboot_BakedUV","skiboot_BakedUV_simpL1_qp8_qt10_decompJPEG_1440x1440_Q25",0.593023255813953,90,71,102,102,365
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL6_qp9_qt8_decompJPEG_712x712_Q75",0.664634146341462,32,24,37,9,102
"diez_BakedUV","diez_BakedUV_simpL10_qp7_qt7_decompJPEG_2048x2048_Q90",0.839285714285715,73,50,54,52,229
"yourMesh","yourMesh_simpL7_qp9_qt7_decompJPEG_1024x1024_Q10",0.573863636363637,89,69,94,89,341
"Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096","Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096_simpL8_qp9_qt9_decompJPEG_1440x1440_Q75",0.74375,32,24,37,9,102
